Date,AAPL,MSFT,JPM,GLD,SPY
2023-11-21,189.03952026367188,368.2773132324219,146.3052215576172,185.35000610351562,441.8505554199219
2023-11-22,189.7039031982422,372.99591064453125,146.64955139160156,184.55999755859375,443.5564880371094
2023-11-24,188.37515258789062,372.5812683105469,146.8503875732422,185.52000427246094,443.8294372558594
2023-11-27,188.1966552734375,373.7460632324219,146.51565551757812,186.77000427246094,443.0301513671875
2023-11-28,188.80152893066406,377.7835693359375,146.8503875732422,189.25999450683594,443.4687805175781
2023-11-29,187.78018188476562,373.9830322265625,147.59642028808594,189.5399932861328,443.1568603515625
2023-11-30,188.3553009033203,374.0422668457031,149.2797393798828,188.75,444.9017639160156
2023-12-01,189.63449096679688,369.69879150390625,150.00662231445312,192.00999450683594,447.5337219238281
2023-12-04,187.83969116210938,364.3977966308594,151.1065216064453,187.86000061035156,445.1844482421875
2023-12-05,191.7961883544922,367.73431396484375,151.08738708496094,187.14999389648438,445.0967102050781
2023-12-06,190.7054443359375,364.0621337890625,149.4997100830078,187.83999633789062,443.3031005859375
2023-12-07,192.63905334472656,366.1844787597656,149.95880126953125,188.14999389648438,446.68560791015625
2023-12-08,194.0669403076172,369.4223937988281,151.61343383789062,185.63999938964844,448.6060485839844
2023-12-11,191.5581817626953,366.530029296875,152.16815185546875,183.58999633789062,450.3509216308594
2023-12-12,193.0753631591797,369.5704345703125,153.5262908935547,183.49000549316406,452.4078063964844
2023-12-13,196.29806518554688,369.5605773925781,154.04275512695312,187.6300048828125,458.6465148925781
2023-12-14,196.4468231201172,361.2290344238281,156.84512329101562,188.72999572753906,460.1184997558594
2023-12-15,195.91136169433594,365.96734619140625,158.0310821533203,187.0,459.3608703613281
2023-12-18,194.2454376220703,367.8626708984375,158.98748779296875,187.85000610351562,461.94482421875
2023-12-19,195.28663635253906,368.46484375,161.1107635498047,189.1300048828125,464.75390625
2023-12-20,193.19435119628906,365.8587646484375,159.2935791015625,188.10000610351562,458.3136901855469
2023-12-21,193.04559326171875,368.7412414550781,160.20217895507812,189.42999267578125,462.65936279296875
2023-12-22,191.97467041015625,369.7679138183594,160.10653686523438,190.27000427246094,463.5891418457031
2023-12-26,191.42930603027344,369.84686279296875,161.05340576171875,191.72000122070312,465.54669189453125
2023-12-27,191.52845764160156,369.26446533203125,162.0194091796875,192.58999633789062,466.3883972167969
2023-12-28,191.95484924316406,370.4588623046875,162.8802032470703,191.47000122070312,466.5645751953125
2023-12-29,190.91366577148438,371.2091064453125,162.68890380859375,191.1699981689453,465.2138977050781
2024-01-02,184.08148193359375,366.10552978515625,164.58262634277344,190.72000122070312,462.6103820800781
2024-01-03,182.7032012939453,365.8389892578125,163.86529541015625,189.1300048828125,458.8323669433594
2024-01-04,180.3828125,363.21319580078125,164.95272827148438,189.32000732421875,457.3544616699219
2024-01-05,179.65895080566406,363.0256042480469,165.7803192138672,189.35000610351562,457.9809265136719
2024-01-08,184.00218200683594,369.87652587890625,165.53977966308594,187.8699951171875,464.51898193359375
2024-01-09,183.585693359375,370.9623718261719,164.2310333251953,187.92999267578125,463.81427001953125
2024-01-10,184.62689208984375,377.8526611328125,164.5774383544922,187.5,466.4373474121094
2024-01-11,184.03192138671875,379.68878173828125,163.88458251953125,187.8699951171875,466.2318115234375
2024-01-12,184.359130859375,383.4794616699219,162.68165588378906,189.7100067138672,466.5547790527344
2024-01-16,182.08836364746094,385.2563171386719,161.66159057617188,187.91000366210938,464.8419494628906
2024-01-17,181.14634704589844,384.466552734375,160.79550170898438,185.83999633789062,462.2580261230469
2024-01-18,187.04638671875,388.8100280761719,161.113037109375,187.3699951171875,466.3688049316406
2024-01-19,189.95179748535156,393.54840087890625,163.89418029785156,187.92999267578125,472.18267822265625
2024-01-22,192.26223754882812,391.4161376953125,163.7017059326172,187.22000122070312,473.1810607910156
2024-01-23,193.54141235351562,393.77545166015625,162.62393188476562,187.9499969482422,474.5610046386719
2024-01-24,192.8671112060547,397.388427734375,164.0770263671875,186.39999389648438,475.0798034667969
2024-01-25,192.53988647460938,399.6687316894531,166.42510986328125,187.13999938964844,477.6636962890625
2024-01-26,190.80458068847656,398.7408447265625,165.7899627685547,187.00999450683594,477.056884765625
2024-01-29,190.12037658691406,404.4564208984375,166.22303771972656,188.3300018310547,480.83489990234375
2024-01-30,186.46133422851562,403.3409729003906,169.62966918945312,188.58999633789062,480.4629821777344
2024-01-31,182.85189819335938,392.472412109375,167.79161071777344,188.4499969482422,472.6231384277344
2024-02-01,185.29127502441406,398.5927734375,167.1853485107422,190.41000366210938,478.80889892578125
2024-02-02,184.28973388671875,405.93719482421875,168.14767456054688,188.61000061035156,483.8494873046875
2024-02-05,186.1043701171875,400.4387512207031,167.92633056640625,187.57000732421875,482.0876770019531
2024-02-06,187.7107696533203,400.28076171875,168.5037384033203,188.5500030517578,483.4873352050781
2024-02-07,187.8198699951172,408.7308349609375,168.82130432128906,188.5,487.5198059082031
2024-02-08,186.73902893066406,408.7900695800781,168.21505737304688,188.3300018310547,487.73516845703125
2024-02-09,187.50352478027344,415.1473083496094,168.41712951660156,187.60000610351562,490.5539855957031
2024-02-12,185.8156280517578,409.92529296875,169.16773986816406,187.11000061035156,490.3386535644531
2024-02-13,183.7206573486328,401.1001281738281,167.6953582763672,184.52999877929688,483.585205078125
2024-02-14,182.83702087402344,404.9769287109375,169.39869689941406,184.4199981689453,487.9798278808594
2024-02-15,182.549072265625,402.0792541503906,173.0940399169922,185.66000366210938,491.3467712402344
2024-02-16,181.01014709472656,399.6067810058594,172.2856903076172,186.33999633789062,488.8998718261719
2024-02-20,180.26547241210938,398.3507385253906,172.95928955078125,187.47000122070312,486.2082824707031
2024-02-21,181.0200653076172,397.74749755859375,174.08523559570312,187.47999572753906,486.64874267578125
2024-02-22,183.05545043945312,407.11309814453125,176.17352294921875,187.55999755859375,496.7201843261719
2024-02-23,181.21864318847656,405.81756591796875,177.05885314941406,188.6199951171875,497.0627136230469
